cart_id,user_id,nombre,apellido,email,email_valido,product_id,producto_titulo,categoria,marca,cantidad,precio_unitario,descuento_pct,ingreso_bruto,ingreso_neto,descuento_importe,total_sin_descuento,total_con_descuento,fecha_proceso
38,15,William,Gonzalez,william.gonzalez@x.dummyjson.com,true,150,Metal Baseball Bat,sports-accessories,,2,29.99,18.43,59.98,48.93,11.05,59.98,48.93,2025-10-30
38,15,William,Gonzalez,william.gonzalez@x.dummyjson.com,true,133,Samsung Galaxy S10,smartphones,Samsung,4,699.99,1.12,2799.96,2768.6,31.36,2799.96,2768.6,2025-10-30
39,81,Austin,Hudson,austin.hudson@x.dummyjson.com,true,179,Corset With Black Skirt,womens-dresses,,3,79.99,9.94,239.97,216.12,23.85,239.97,216.12,2025-10-30
39,81,Austin,Hudson,austin.hudson@x.dummyjson.com,true,39,Soft Drinks,groceries,,1,1.99,5.99,1.99,1.87,0.12,1.99,1.87,2025-10-30
39,81,Austin,Hudson,austin.hudson@x.dummyjson.com,true,143,Cricket Bat,sports-accessories,,1,29.99,9.21,29.99,27.23,2.76,29.99,27.23,2025-10-30
39,81,Austin,Hudson,austin.hudson@x.dummyjson.com,true,18,Cat Food,groceries,,4,8.99,1.15,35.96,35.55,0.41,35.96,35.55,2025-10-30
39,81,Austin,Hudson,austin.hudson@x.dummyjson.com,true,158,Sunglasses,sunglasses,Fashion Shades,3,22.99,6.45,68.97,64.52,4.45,68.97,64.52,2025-10-30
39,81,Austin,Hudson,austin.hudson@x.dummyjson.com,true,97,Rolex Datejust,mens-watches,Rolex,4,10999.99,10.58,43999.96,39344.76,4655.2,43999.96,39344.76,2025-10-30
40,187,Zachary,Lee,zachary.lee@x.dummyjson.com,true,138,Baseball Ball,sports-accessories,,1,8.99,18.49,8.99,7.33,1.66,8.99,7.33,2025-10-30
40,187,Zachary,Lee,zachary.lee@x.dummyjson.com,true,51,Boxed Blender,kitchen-accessories,,2,39.99,12.67,79.98,69.85,10.13,79.98,69.85,2025-10-30
40,187,Zachary,Lee,zachary.lee@x.dummyjson.com,true,101,Apple AirPods Max Silver,mobile-accessories,Apple,4,549.99,11.41,2199.96,1948.94,251.02,2199.96,1948.94,2025-10-30
40,187,Zachary,Lee,zachary.lee@x.dummyjson.com,true,153,Volleyball,sports-accessories,,3,11.99,16.05,35.97,30.2,5.77,35.97,30.2,2025-10-30
40,187,Zachary,Lee,zachary.lee@x.dummyjson.com,true,164,Gray Dress,tops,,5,34.99,8.67,174.95,159.78,15.17,174.95,159.78,2025-10-30
40,187,Zachary,Lee,zachary.lee@x.dummyjson.com,true,171,Pacifica Touring,vehicle,Chrysler,3,31999.99,7.4,95999.97,88895.97,7104.0,95999.97,88895.97,2025-10-30
41,184,Natalie,Price,natalie.price@x.dummyjson.com,true,25,Green Bell Pepper,groceries,,4,1.29,1.2,5.16,5.1,0.06,5.16,5.1,2025-10-30
41,184,Natalie,Price,natalie.price@x.dummyjson.com,true,50,Black Whisk,kitchen-accessories,,1,9.99,18.21,9.99,8.17,1.82,9.99,8.17,2025-10-30
41,184,Natalie,Price,natalie.price@x.dummyjson.com,true,151,Tennis Ball,sports-accessories,,4,6.99,9.43,27.96,25.32,2.64,27.96,25.32,2025-10-30
41,184,Natalie,Price,natalie.price@x.dummyjson.com,true,42,Water,groceries,,1,0.99,3.2,0.99,0.96,0.03,0.99,0.96,2025-10-30
41,184,Natalie,Price,natalie.price@x.dummyjson.com,true,10,Gucci Bloom Eau de,fragrances,Gucci,5,79.99,0.19,399.95,399.19,0.76,399.95,399.19,2025-10-30
41,184,Natalie,Price,natalie.price@x.dummyjson.com,true,103,Apple HomePod Mini Cosmic Grey,mobile-accessories,Apple,5,99.99,11.85,499.95,440.71,59.24,499.95,440.71,2025-10-30
42,67,Gabriel,Hayes,gabriel.hayes@x.dummyjson.com,true,113,Generic Motorcycle,motorcycle,Generic Motors,3,3999.99,16.57,11999.97,10011.57,1988.4,11999.97,10011.57,2025-10-30
42,67,Gabriel,Hayes,gabriel.hayes@x.dummyjson.com,true,64,Knife,kitchen-accessories,,4,14.99,13.0,59.96,52.17,7.79,59.96,52.17,2025-10-30
43,35,Jack,Ward,jack.ward@x.dummyjson.com,true,182,Green Crystal Earring,womens-jewellery,,1,29.99,0.23,29.99,29.92,0.07,29.99,29.92,2025-10-30
43,35,Jack,Ward,jack.ward@x.dummyjson.com,true,149,Iron Golf,sports-accessories,,3,49.99,12.89,149.97,130.64,19.33,149.97,130.64,2025-10-30
44,20,Jackson,Evans,jackson.evans@x.dummyjson.com,true,93,Brown Leather Belt Watch,mens-watches,Fashion Timepieces,3,89.99,8.72,269.97,246.43,23.54,269.97,246.43,2025-10-30
44,20,Jackson,Evans,jackson.evans@x.dummyjson.com,true,4,Red Lipstick,beauty,Chic Cosmetics,2,12.99,14.69,25.98,22.16,3.82,25.98,22.16,2025-10-30
44,20,Jackson,Evans,jackson.evans@x.dummyjson.com,true,140,Basketball,sports-accessories,,5,14.99,15.7,74.95,63.18,11.77,74.95,63.18,2025-10-30
44,20,Jackson,Evans,jackson.evans@x.dummyjson.com,true,83,Blue & Black Check Shirt,mens-shirts,Fashion Trends,3,29.99,8.76,89.97,82.09,7.88,89.97,82.09,2025-10-30
45,50,Stella,Hughes,stella.hughes@x.dummyjson.com,true,50,Black Whisk,kitchen-accessories,,2,9.99,18.21,19.98,16.34,3.64,19.98,16.34,2025-10-30
45,50,Stella,Hughes,stella.hughes@x.dummyjson.com,true,29,Juice,groceries,,4,3.99,18.86,15.96,12.95,3.01,15.96,12.95,2025-10-30
45,50,Stella,Hughes,stella.hughes@x.dummyjson.com,true,144,Cricket Helmet,sports-accessories,,5,44.99,11.47,224.95,199.15,25.8,224.95,199.15,2025-10-30
46,93,Julian,Newton,julian.newton@x.dummyjson.com,true,79,Asus Zenbook Pro Dual Screen Laptop,laptops,Asus,2,1799.99,17.2,3599.98,2980.78,619.2,3599.98,2980.78,2025-10-30
46,93,Julian,Newton,julian.newton@x.dummyjson.com,true,69,Plate,kitchen-accessories,,1,3.99,16.0,3.99,3.35,0.64,3.99,3.35,2025-10-30
47,23,Chloe,Morales,chloe.morales@x.dummyjson.com,true,92,Sports Sneakers Off White Red,mens-shoes,Off White,1,109.99,17.73,109.99,90.49,19.5,109.99,90.49,2025-10-30
47,23,Chloe,Morales,chloe.morales@x.dummyjson.com,true,93,Brown Leather Belt Watch,mens-watches,Fashion Timepieces,3,89.99,8.72,269.97,246.43,23.54,269.97,246.43,2025-10-30
47,23,Chloe,Morales,chloe.morales@x.dummyjson.com,true,38,Rice,groceries,,4,5.99,12.55,23.96,20.95,3.01,23.96,20.95,2025-10-30
47,23,Chloe,Morales,chloe.morales@x.dummyjson.com,true,33,Mulberry,groceries,,3,4.99,2.75,14.97,14.56,0.41,14.97,14.56,2025-10-30
47,23,Chloe,Morales,chloe.morales@x.dummyjson.com,true,53,Chopping Board,kitchen-accessories,,3,12.99,11.04,38.97,34.67,4.3,38.97,34.67,2025-10-30
48,33,Carter,Baker,carter.baker@x.dummyjson.com,true,40,Strawberry,groceries,,2,3.99,4.6,7.98,7.61,0.37,7.98,7.61,2025-10-30
48,33,Carter,Baker,carter.baker@x.dummyjson.com,true,190,IWC Ingenieur Automatic Steel,womens-watches,IWC,2,4999.99,12.34,9999.98,8765.98,1234.0,9999.98,8765.98,2025-10-30
49,86,Nora,Mills,nora.mills@x.dummyjson.com,true,15,Wooden Bathroom Sink With Mirror,furniture,Bath Trends,4,799.99,17.11,3199.96,2652.45,547.51,3199.96,2652.45,2025-10-30
49,86,Nora,Mills,nora.mills@x.dummyjson.com,true,76,Wooden Rolling Pin,kitchen-accessories,,3,11.99,8.45,35.97,32.93,3.04,35.97,32.93,2025-10-30
49,86,Nora,Mills,nora.mills@x.dummyjson.com,true,39,Soft Drinks,groceries,,3,1.99,5.99,5.97,5.61,0.36,5.97,5.61,2025-10-30
49,86,Nora,Mills,nora.mills@x.dummyjson.com,true,158,Sunglasses,sunglasses,Fashion Shades,5,22.99,6.45,114.95,107.54,7.41,114.95,107.54,2025-10-30
49,86,Nora,Mills,nora.mills@x.dummyjson.com,true,110,Selfie Lamp with iPhone,mobile-accessories,GadgetMaster,4,14.99,19.87,59.96,48.05,11.91,59.96,48.05,2025-10-30
49,86,Nora,Mills,nora.mills@x.dummyjson.com,true,124,iPhone X,smartphones,Apple,4,899.99,8.03,3599.96,3310.88,289.08,3599.96,3310.88,2025-10-30
50,52,Grace,Perry,grace.perry@x.dummyjson.com,true,25,Green Bell Pepper,groceries,,1,1.29,1.2,1.29,1.27,0.02,1.29,1.27,2025-10-30
50,52,Grace,Perry,grace.perry@x.dummyjson.com,true,85,Man Plaid Shirt,mens-shirts,Classic Wear,1,34.99,3.7,34.99,33.7,1.29,34.99,33.7,2025-10-30
